x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-8e-05,-5.00626e-06,459.315,0.000250343,1.23539e+07,0.010693,0.398376,0.901188,0.170754,132101,1.39196e-06,1
0,-8e-05,-2.50313e-06,459.352,0.000265792,1.19966e+07,0.012197,0.439316,0.894486,0.0830486,146323,1.73387e-06,1
0,-8e-05,0,459.364,0.000270476,1.18794e+07,0.0185614,0.451471,0.892286,0,220498,2.7175e-06,1
0,-7.8e-05,-1.00125e-05,459.761,0.000278854,1.18141e+07,0.0253032,0.455458,0.840041,0.29477,298936,3.76624e-06,1
0,-7.8e-05,-7.50939e-06,459.848,0.00030272,1.1149e+07,0.0529001,0.51437,0.830746,0.212804,589786,9.36874e-06,1
0,-7.8e-05,-5.00626e-06,459.911,0.000309302,1.09925e+07,0.0612733,0.534342,0.83308,0.143026,673548,1.13218e-05,1
0,-7.8e-05,-2.50313e-06,459.948,0.000313107,1.08992e+07,0.0660601,0.546088,0.834636,0.0719056,720002,1.25226e-05,1
0,-7.8e-05,0,459.96,0.000314352,1.08682e+07,0.0676202,0.54997,0.835185,0,734909,1.29283e-05,1
0,-7.6e-05,-1.50188e-05,460.094,0.000270035,1.21144e+07,0.0107413,0.421857,0.80554,0.416104,130124,1.48283e-06,1
0,-7.6e-05,-1.25156e-05,460.232,0.000306777,1.11058e+07,0.0540022,0.512266,0.793755,0.327927,599740,9.67601e-06,1
0,-7.6e-05,-1.00125e-05,460.344,0.000317877,1.08552e+07,0.0674991,0.544202,0.795969,0.265098,732714,1.29516e-05,1
0,-7.6e-05,-7.50939e-06,460.432,0.000325906,1.06674e+07,0.0771182,0.567927,0.798179,0.20092,822652,1.55925e-05,1
0,-7.6e-05,-5.00626e-06,460.494,0.000331336,1.0537e+07,0.0835904,0.584418,0.800118,0.135151,880791,1.75365e-05,1
0,-7.6e-05,-2.50313e-06,460.532,0.000334476,1.04602e+07,0.0873392,0.594176,0.801457,0.0679837,913584,1.87295e-05,1
0,-7.6e-05,0,460.544,0.000335504,1.04348e+07,0.0885688,0.597411,0.801935,0,924199,1.91321e-05,1
0,-7.4e-05,-1.75219e-05,460.501,0.00030105,1.12211e+07,0.0435538,0.48649,0.761592,0.428141,488722,7.56587e-06,1
0,-7.4e-05,-1.50188e-05,460.664,0.000317189,1.08799e+07,0.0630163,0.530613,0.762736,0.369708,685609,1.20094e-05,1
0,-7.4e-05,-1.25156e-05,460.802,0.000329469,1.06099e+07,0.0772834,0.564852,0.764213,0.311322,819972,1.58812e-05,1
0,-7.4e-05,-1.00125e-05,460.915,0.00033866,1.0403e+07,0.0878013,0.591266,0.766068,0.252079,913395,1.91409e-05,1
0,-7.4e-05,-7.50939e-06,461.002,0.000345312,1.02507e+07,0.0954297,0.611099,0.768083,0.19133,978218,2.17451e-05,1
0,-7.4e-05,-5.00626e-06,461.065,0.000349811,1.01462e+07,0.100645,0.625013,0.769908,0.128845,1.02117e+06,2.36489e-05,1
0,-7.4e-05,-2.50313e-06,461.103,0.000352147,1.0095e+07,0.103547,0.632919,0.77149,0.0649337,1.0453e+06,2.47035e-05,1
0,-7.4e-05,0,461.116,0.000352912,1.0078e+07,0.104507,0.635558,0.772053,0,1.05322e+06,2.50585e-05,1
0,-7.2e-05,-2.0025e-05,460.868,0.000307416,1.10562e+07,0.0484106,0.496169,0.73402,0.463715,535238,8.79139e-06,1
0,-7.2e-05,-1.75219e-05,461.057,0.000324892,1.06914e+07,0.0687677,0.542683,0.734286,0.407823,735223,1.38107e-05,1
0,-7.2e-05,-1.50188e-05,461.22,0.0003383,1.04049e+07,0.0837679,0.578971,0.735027,0.352885,871593,1.82518e-05,1
0,-7.2e-05,-1.25156e-05,454.832,0.000348512,1.01853e+07,0.0950474,0.607492,0.73639,0.297797,968082,2.2078e-05,1
0,-7.2e-05,-1.00125e-05,454.934,0.00035538,1.005e+07,0.103115,0.628607,0.738991,0.242373,1.0363e+06,2.49321e-05,1
0,-7.2e-05,-7.50939e-06,455.014,0.000360396,9.95023e+06,0.109162,0.644889,0.741622,0.184704,1.08618e+06,2.7196e-05,1
