x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-7.2e-05,-7.50939e-06,476.3,0.000302237,9.70138e+06,0.026553,0.537056,0.838996,0.0875048,257601,7.13759e-06,1
0,-7.2e-05,-5.00626e-06,476.364,0.000306195,9.64451e+06,0.0314762,0.546044,0.835739,0.0581101,303573,8.61152e-06,1
0,-7.2e-05,-2.50313e-06,476.402,0.000308524,9.61026e+06,0.0343066,0.55128,0.833816,0.0289882,329695,9.48657e-06,1
0,-7.2e-05,0,476.414,0.000309294,9.59883e+06,0.0352304,0.553001,0.833181,0,338171,9.77689e-06,1
0,-7e-05,-1.75219e-05,476.368,0.00030645,9.64079e+06,0.0317886,0.546619,0.812319,0.203334,306467,8.70705e-06,1
0,-7e-05,-1.50188e-05,476.533,0.000316298,9.49216e+06,0.0434055,0.568465,0.804401,0.172587,412012,1.24563e-05,1
0,-7e-05,-1.25156e-05,476.673,0.000324179,9.36751e+06,0.0521473,0.585452,0.798051,0.142688,488490,1.55702e-05,1
0,-7e-05,-1.00125e-05,476.787,0.000330339,9.26752e+06,0.0586836,0.59844,0.793096,0.113441,543851,1.80951e-05,1
0,-7e-05,-7.50939e-06,476.877,0.00033496,9.19096e+06,0.0634157,0.60802,0.789393,0.0846836,582851,2.0047e-05,1
0,-7e-05,-5.00626e-06,476.94,0.000338174,9.13704e+06,0.0666243,0.614602,0.786828,0.0562723,608749,2.14363e-05,1
0,-7e-05,-2.50313e-06,476.979,0.000340069,9.10502e+06,0.0684854,0.618452,0.785321,0.0280823,623561,2.22684e-05,1
0,-7e-05,0,476.991,0.000340694,9.09441e+06,0.0690954,0.619719,0.784824,0,628382,2.25456e-05,1
0,-6.8e-05,-2.50313e-05,476.279,0.000300932,9.71976e+06,0.0248959,0.534065,0.793397,0.292055,241982,6.65424e-06,1
0,-6.8e-05,-2.25282e-05,476.521,0.000315598,9.50302e+06,0.0426072,0.566936,0.781966,0.259062,404897,1.21853e-05,1
0,-6.8e-05,-2.0025e-05,476.737,0.000327666,9.31121e+06,0.0558805,0.592836,0.772523,0.227497,520315,1.69894e-05,1
0,-6.8e-05,-1.75219e-05,476.928,0.000337569,9.14724e+06,0.0660248,0.613367,0.764816,0.197074,603945,2.11725e-05,1
0,-6.8e-05,-1.50188e-05,477.094,0.000345634,9.01004e+06,0.0738287,0.629638,0.758606,0.167549,665200,2.47731e-05,1
0,-6.8e-05,-1.25156e-05,477.234,0.000351458,8.91361e+06,0.0793636,0.641478,0.754469,0.138863,707416,2.75039e-05,1
0,-6.8e-05,-1.00125e-05,470.55,0.000355008,8.86195e+06,0.0828882,0.649202,0.752503,0.110801,734551,2.92307e-05,1
0,-6.8e-05,-7.50939e-06,470.632,0.000357715,8.82227e+06,0.0855364,0.655059,0.751012,0.0829359,754625,3.05734e-05,1
0,-6.8e-05,-5.00626e-06,470.691,0.00035962,8.79421e+06,0.0873807,0.659165,0.749969,0.0552138,768444,3.15324e-05,1
0,-6.8e-05,-2.50313e-06,470.726,0.000360753,8.77749e+06,0.0884689,0.661599,0.749351,0.0275841,776535,3.21079e-05,1
0,-6.8e-05,0,470.737,0.000361129,8.77194e+06,0.0888286,0.662405,0.749146,0,779199,3.22997e-05,1
0,-6.6e-05,-2.75344e-05,476.556,0.000317631,9.47135e+06,0.0449156,0.571369,0.757423,0.315988,425411,1.29748e-05,1
0,-6.6e-05,-2.50313e-05,476.823,0.00033222,9.23651e+06,0.0606267,0.602356,0.746353,0.283063,559979,1.88832e-05,1
0,-6.6e-05,-2.25282e-05,477.066,0.000344285,9.03318e+06,0.0725499,0.626943,0.737297,0.251666,655357,2.41574e-05,1
0,-6.6e-05,-2.0025e-05,470.49,0.000352956,8.89187e+06,0.0808581,0.644743,0.731472,0.221936,718979,2.82279e-05,1
0,-6.6e-05,-1.75219e-05,470.665,0.000358774,8.80668e+06,0.086564,0.657344,0.72836,0.193367,762341,3.11053e-05,1
0,-6.6e-05,-1.50188e-05,470.816,0.000363649,8.7346e+06,0.0912269,0.667801,0.725785,0.165158,796831,3.3599e-05,1
0,-6.6e-05,-1.25156e-05,470.945,0.000367656,8.67499e+06,0.0949857,0.676336,0.723696,0.137235,824000,3.57095e-05,1
0,-6.6e-05,-1.00125e-05,471.05,0.000370857,8.62719e+06,0.0979432,0.683118,0.722047,0.109538,844975,3.74368e-05,1
0,-6.6e-05,-7.50939e-06,471.132,0.000373299,8.59064e+06,0.100174,0.688273,0.720801,0.0820118,860563,3.87803e-05,1
0,-6.6e-05,-5.00626e-06,471.191,0.000375018,8.56488e+06,0.101733,0.691893,0.719932,0.0546086,871331,3.97401e-05,1
