x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-7e-05,-5.00626e-06,455.388,0.000203192,1.30458e+07,0.0357143,0.474801,0.857503,0.198123,465921,3.94795e-06,1
0,-7e-05,-2.50313e-06,455.44,0.000207598,1.2829e+07,0.0534698,0.49897,0.860938,0.0990667,685966,6.21532e-06,1
0,-7e-05,0,455.457,0.000209014,1.27571e+07,0.0590699,0.506795,0.862067,0,753559,6.98313e-06,1
0,-6.8e-05,-1.00125e-05,455.894,0.000206087,1.32059e+07,0.039852,0.469168,0.805211,0.362652,526281,4.24705e-06,1
0,-6.8e-05,-7.50939e-06,456.015,0.000215671,1.27256e+07,0.0758535,0.518984,0.810551,0.271408,965282,9.03396e-06,1
0,-6.8e-05,-5.00626e-06,456.102,0.000221833,1.23955e+07,0.0978935,0.551516,0.814279,0.181051,1.21344e+06,1.26153e-05,1
0,-6.8e-05,-2.50313e-06,456.154,0.000225283,1.22043e+07,0.109968,0.570024,0.816612,0.0906483,1.34207e+06,1.4848e-05,1
0,-6.8e-05,0,456.171,0.000226395,1.21417e+07,0.113827,0.576046,0.817418,0,1.38205e+06,1.56077e-05,1
0,-6.6e-05,-1.25156e-05,446.086,0.00021338,1.30343e+07,0.0603303,0.489722,0.764428,0.419312,786363,6.68669e-06,1
0,-6.6e-05,-1.00125e-05,446.219,0.000224475,1.24589e+07,0.0988426,0.545088,0.768876,0.334229,1.23147e+06,1.25443e-05,1
0,-6.6e-05,-7.50939e-06,446.323,0.000232001,1.20481e+07,0.123749,0.583388,0.772451,0.250954,1.49094e+06,1.7367e-05,1
0,-6.6e-05,-5.00626e-06,446.397,0.00023686,1.17757e+07,0.139577,0.608802,0.775362,0.167849,1.64362e+06,2.0979e-05,1
0,-6.6e-05,-2.50313e-06,446.441,0.000239588,1.16205e+07,0.148451,0.623438,0.777328,0.0841792,1.72507e+06,2.32192e-05,1
0,-6.6e-05,0,446.456,0.000240467,1.157e+07,0.151319,0.62823,0.778027,0,1.75076e+06,2.39787e-05,1
0,-6.4e-05,-1.50188e-05,446.502,0.00021791,1.29157e+07,0.069955,0.498514,0.728167,0.470379,903515,7.96904e-06,1
0,-6.4e-05,-1.25156e-05,446.665,0.000230566,1.22553e+07,0.111596,0.559361,0.731701,0.389525,1.36764e+06,1.48804e-05,1
0,-6.4e-05,-1.00125e-05,446.799,0.000239315,1.17823e+07,0.13901,0.602304,0.73482,0.311879,1.63785e+06,2.0859e-05,1
0,-6.4e-05,-7.50939e-06,446.903,0.000245276,1.14553e+07,0.157517,0.632668,0.737883,0.235075,1.80441e+06,2.57183e-05,1
0,-6.4e-05,-5.00626e-06,446.977,0.000249135,1.12409e+07,0.169556,0.653183,0.740607,0.157649,1.90596e+06,2.92988e-05,1
0,-6.4e-05,-2.50313e-06,447.022,0.000251048,1.1137e+07,0.176087,0.664578,0.742993,0.0793601,1.96109e+06,3.12861e-05,1
0,-6.4e-05,0,447.037,0.00025162,1.11063e+07,0.178163,0.668254,0.743933,0,1.97873e+06,3.19184e-05,1
0,-6.2e-05,-1.75219e-05,446.872,0.00022003,1.28643e+07,0.0714608,0.497846,0.695469,0.518144,919292,8.23853e-06,1
0,-6.2e-05,-1.50188e-05,447.066,0.000234489,1.21133e+07,0.117406,0.565138,0.698169,0.439521,1.42217e+06,1.62122e-05,1
0,-6.2e-05,-1.25156e-05,447.229,0.000244497,1.15811e+07,0.147545,0.61253,0.700656,0.365907,1.70874e+06,2.33135e-05,1
0,-6.2e-05,-1.00125e-05,447.364,0.000251103,1.12371e+07,0.167726,0.645968,0.704013,0.295112,1.88476e+06,2.90112e-05,1
0,-6.2e-05,-7.50939e-06,447.468,0.000254917,1.10515e+07,0.180944,0.668733,0.708673,0.224899,1.9997e+06,3.29017e-05,1
0,-6.2e-05,-5.00626e-06,447.543,0.000257574,1.09181e+07,0.190244,0.685212,0.712338,0.151855,2.0771e+06,3.58757e-05,1
0,-6.2e-05,-2.50313e-06,447.588,0.000259141,1.08366e+07,0.19583,0.69521,0.71472,0.0765431,2.12213e+06,3.77688e-05,1
0,-6.2e-05,0,447.603,0.000259659,1.08093e+07,0.19769,0.698567,0.715545,0,2.13689e+06,3.84175e-05,1
0,-6e-05,-2.0025e-05,447.195,0.000219796,1.2896e+07,0.0656317,0.488205,0.665449,0.564654,846386,7.51081e-06,1
0,-6e-05,-1.75219e-05,447.419,0.000236505,1.20344e+07,0.117796,0.563976,0.667537,0.486133,1.41761e+06,1.65878e-05,1
0,-6e-05,-1.50188e-05,447.613,0.000247961,1.14354e+07,0.151261,0.616387,0.669274,0.414897,1.72973e+06,2.48259e-05,1
0,-6e-05,-1.25156e-05,447.778,0.00025444,1.11345e+07,0.171917,0.650497,0.673561,0.350954,1.91421e+06,3.05663e-05,1
0,-6e-05,-1.00125e-05,447.913,0.000259047,1.09242e+07,0.187336,0.677009,0.678174,0.2859,2.04651e+06,3.52681e-05,1
0,-6e-05,-7.50939e-06,448.018,0.00026251,1.07586e+07,0.199218,0.697863,0.682289,0.217874,2.14332e+06,3.92637e-05,1
0,-6e-05,-5.00626e-06,448.093,0.000264922,1.06393e+07,0.207657,0.712989,0.685573,0.147092,2.20934e+06,4.23188e-05,1
0,-6e-05,-2.50313e-06,448.138,0.000266344,1.05672e+07,0.212719,0.722193,0.687707,0.0741444,2.24785e+06,4.42438e-05,1
0,-6e-05,0,448.153,0.000266814,1.05431e+07,0.214408,0.725286,0.688448,0,2.26052e+06,4.49022e-05,1
0,-5.8e-05,-2.25282e-05,447.472,0.000216963,1.30334e+07,0.051662,0.468487,0.637269,0.611888,673331,5.72715e-06,1
0,-5.8e-05,-2.0025e-05,447.726,0.000236646,1.20282e+07,0.1132,0.556164,0.639171,0.53117,1.36158e+06,1.59656e-05,1
0,-5.8e-05,-1.75219e-05,447.951,0.0002499,1.13416e+07,0.151089,0.614979,0.640177,0.460407,1.71359e+06,2.54185e-05,1
0,-5.8e-05,-1.50188e-05,448.146,0.000256583,1.10633e+07,0.172793,0.650385,0.64463,0.40181,1.91166e+06,3.13186e-05,1
0,-5.8e-05,-1.25156e-05,448.311,0.000261933,1.08332e+07,0.190202,0.680018,0.648953,0.341226,2.06049e+06,3.67181e-05,1
0,-5.8e-05,-1.00125e-05,448.446,0.000266128,1.06448e+07,0.20423,0.704411,0.6531,0.277968,2.174e+06,4.15564e-05,1
0,-5.8e-05,-7.50939e-06,448.552,0.000269281,1.04982e+07,0.215039,0.723672,0.65682,0.211864,2.25753e+06,4.56145e-05,1
0,-5.8e-05,-5.00626e-06,448.627,0.000271475,1.0393e+07,0.222757,0.73769,0.65981,0.143056,2.31511e+06,4.87011e-05,1
0,-5.8e-05,-2.50313e-06,448.673,0.000272768,1.03295e+07,0.227403,0.746239,0.661761,0.0721172,2.34896e+06,5.06392e-05,1
0,-5.8e-05,0,448.688,0.000273195,1.03083e+07,0.228956,0.749115,0.662439,0,2.36014e+06,5.13009e-05,1
0,-5.6e-05,-2.50313e-05,447.7,0.000210917,1.33067e+07,0.0266811,0.435717,0.609997,0.661856,355037,2.7793e-06,1
0,-5.6e-05,-2.25282e-05,447.985,0.000234714,1.21136e+07,0.103121,0.54085,0.61252,0.576455,1.24917e+06,1.42384e-05,1
0,-5.6e-05,-2.0025e-05,448.24,0.00025021,1.13145e+07,0.14709,0.608137,0.613026,0.504349,1.66424e+06,2.49237e-05,1
0,-5.6e-05,-1.75219e-05,448.466,0.000257656,1.10207e+07,0.17068,0.646381,0.617022,0.448859,1.88102e+06,3.12958e-05,1
0,-5.6e-05,-1.50188e-05,448.662,0.000263737,1.07716e+07,0.19018,0.678841,0.620979,0.391867,2.04855e+06,3.73465e-05,1
0,-5.6e-05,-1.25156e-05,448.828,0.000268626,1.05653e+07,0.206118,0.706207,0.624904,0.332818,2.1777e+06,4.28941e-05,1
0,-5.6e-05,-1.00125e-05,448.964,0.000272456,1.03986e+07,0.218949,0.728831,0.628694,0.271201,2.27678e+06,4.77907e-05,1
0,-5.6e-05,-7.50939e-06,449.07,0.000275332,1.02695e+07,0.228901,0.746771,0.632124,0.206766,2.35071e+06,5.18709e-05,1
0,-5.6e-05,-5.00626e-06,449.146,0.000277331,1.01771e+07,0.236044,0.759872,0.634896,0.139647,2.40225e+06,5.49594e-05,1
0,-5.6e-05,-2.50313e-06,449.191,0.000278509,1.01215e+07,0.240358,0.767882,0.636711,0.0704092,2.43278e+06,5.68927e-05,1
0,-5.6e-05,0,449.206,0.000278898,1.01028e+07,0.241803,0.77058,0.637343,0,2.4429e+06,5.75518e-05,1
0,-5.4e-05,-2.75344e-05,447.882,0.000200467,1.37465e+07,0.0161694,0.384129,0.582192,0.716587,222273,1.52777e-06,1
0,-5.4e-05,-2.50313e-05,448.197,0.00023023,1.23224e+07,0.0858912,0.515824,0.587048,0.623939,1.05838e+06,1.12669e-05,1
0,-5.4e-05,-2.25282e-05,448.483,0.000249077,1.13449e+07,0.139581,0.596289,0.587173,0.547418,1.58352e+06,2.34619e-05,1
0,-5.4e-05,-2.0025e-05,448.739,0.000257732,1.10033e+07,0.166197,0.638866,0.590581,0.493016,1.82871e+06,3.06191e-05,1
0,-5.4e-05,-1.75219e-05,448.966,0.000264564,1.07356e+07,0.187687,0.674123,0.594141,0.43881,2.01493e+06,3.72297e-05,1
0,-5.4e-05,-1.50188e-05,449.162,0.00027014,1.05127e+07,0.205437,0.704174,0.597723,0.383232,2.15971e+06,4.33973e-05,1
0,-5.4e-05,-1.25156e-05,449.329,0.000274617,1.03299e+07,0.22007,0.729632,0.601339,0.325621,2.27331e+06,4.90003e-05,1
0,-5.4e-05,-1.00125e-05,449.466,0.000278122,1.01832e+07,0.23194,0.750781,0.604868,0.265447,2.36189e+06,5.39074e-05,1
0,-5.4e-05,-7.50939e-06,449.572,0.00028075,1.007e+07,0.241203,0.767625,0.608083,0.202456,2.42893e+06,5.79718e-05,1
0,-5.4e-05,-5.00626e-06,449.648,0.000282575,9.98922e+06,0.247884,0.779968,0.61069,0.136776,2.47616e+06,6.10351e-05,1
0,-5.4e-05,-2.50313e-06,449.694,0.00028365,9.94055e+06,0.251932,0.787533,0.612401,0.068975,2.50435e+06,6.29476e-05,1
0,-5.4e-05,0,449.709,0.000284005,9.92428e+06,0.253291,0.790085,0.612997,0,2.51373e+06,6.35987e-05,1
0,-5.2e-05,-2.75344e-05,448.361,0.000222286,1.27008e+07,0.0577601,0.476792,0.562073,0.675828,733599,6.91949e-06,1
0,-5.2e-05,-2.50313e-05,448.677,0.000245763,1.14862e+07,0.126463,0.576686,0.56254,0.592438,1.45258e+06,2.04817e-05,1
0,-5.2e-05,-2.25282e-05,448.964,0.000256838,1.10123e+07,0.15956,0.627912,0.565062,0.535193,1.75712e+06,2.93238e-05,1
0,-5.2e-05,-2.0025e-05,449.221,0.000264471,1.07241e+07,0.182929,0.666161,0.568264,0.483017,1.96175e+06,3.64026e-05,1
0,-5.2e-05,-1.75219e-05,449.449,0.000270757,1.04833e+07,0.202529,0.698869,0.57149,0.430095,2.12318e+06,4.31439e-05,1
0,-5.2e-05,-1.50188e-05,449.646,0.00027588,1.02852e+07,0.218866,0.726886,0.574806,0.375812,2.25109e+06,4.93702e-05,1
0,-5.2e-05,-1.25156e-05,449.814,0.00027999,1.01241e+07,0.232443,0.750745,0.578198,0.319484,2.35328e+06,5.49758e-05,1
0,-5.2e-05,-1.00125e-05,449.951,0.000283202,9.99562e+06,0.243534,0.770663,0.581533,0.260575,2.43427e+06,5.98492e-05,1
0,-5.2e-05,-7.50939e-06,450.058,0.000285609,9.89684e+06,0.252241,0.786595,0.584583,0.198825,2.49639e+06,6.38635e-05,1
0,-5.2e-05,-5.00626e-06,450.134,0.000287278,9.82642e+06,0.25855,0.798312,0.587063,0.134368,2.54062e+06,6.6878e-05,1
0,-5.2e-05,-2.50313e-06,450.18,0.00028826,9.78405e+06,0.262385,0.805511,0.588692,0.0677751,2.56719e+06,6.87557e-05,1
0,-5.2e-05,0,450.195,0.000288585,9.76988e+06,0.263674,0.807943,0.58926,0,2.57606e+06,6.93943e-05,1
0,-5e-05,-3.00375e-05,448.476,0.000209215,1.3305e+07,0.0101461,0.415694,0.536273,0.734581,134994,1.0573e-06,1
0,-5e-05,-2.75344e-05,448.823,0.00023967,1.17729e+07,0.106343,0.546588,0.538767,0.64107,1.25196e+06,1.59956e-05,1
0,-5e-05,-2.50313e-05,449.141,0.000254955,1.10534e+07,0.150096,0.613279,0.540126,0.576327,1.65907e+06,2.72782e-05,1
0,-5e-05,-2.25282e-05,449.429,0.000263472,1.07388e+07,0.175939,0.65497,0.543141,0.525369,1.88937e+06,3.4868e-05,1
0,-5e-05,-2.0025e-05,449.687,0.000270519,1.04766e+07,0.197557,0.690538,0.546073,0.474301,2.06973e+06,4.21662e-05,1
0,-5e-05,-1.75219e-05,449.915,0.000276316,1.02614e+07,0.215622,0.721084,0.549065,0.422571,2.21258e+06,4.89785e-05,1
0,-5e-05,-1.50188e-05,450.114,0.000281036,1.00862e+07,0.230807,0.747385,0.552191,0.369459,2.32796e+06,5.52073e-05,1
0,-5e-05,-1.25156e-05,450.282,0.000284816,9.94491e+06,0.243524,0.769901,0.555416,0.314271,2.42182e+06,6.07667e-05,1
0,-5e-05,-1.00125e-05,450.419,0.000287766,9.83288e+06,0.253982,0.788791,0.558602,0.256463,2.49738e+06,6.55672e-05,1
0,-5e-05,-7.50939e-06,450.527,0.000289973,9.74708e+06,0.262239,0.803967,0.561522,0.195779,2.55606e+06,6.95023e-05,1
0,-5e-05,-5.00626e-06,450.603,0.000291502,9.686e+06,0.268247,0.815167,0.5639,0.132358,2.59824e+06,7.24478e-05,1
0,-5e-05,-2.50313e-06,450.649,0.000292401,9.64926e+06,0.27191,0.822066,0.565463,0.066776,2.62374e+06,7.42792e-05,1
0,-5e-05,0,450.664,0.000292697,9.63698e+06,0.273143,0.824399,0.566008,0,2.63228e+06,7.49016e-05,1
0,-4.8e-05,-3.00375e-05,448.921,0.000229517,1.22731e+07,0.0739674,0.500051,0.515252,0.696034,907812,9.81998e-06,1
0,-4.8e-05,-2.75344e-05,449.269,0.000252024,1.11294e+07,0.137761,0.594581,0.515585,0.616965,1.5332e+06,2.45269e-05,1
0,-4.8e-05,-2.50313e-05,449.588,0.000261543,1.0783e+07,0.16659,0.640338,0.518566,0.566618,1.79635e+06,3.26106e-05,1
0,-4.8e-05,-2.25282e-05,449.877,0.000269433,1.04944e+07,0.190532,0.679173,0.521309,0.516683,1.99951e+06,4.04605e-05,1
0,-4.8e-05,-2.0025e-05,450.136,0.000275956,1.02582e+07,0.210471,0.712434,0.524021,0.466733,2.15905e+06,4.78529e-05,1
0,-4.8e-05,-1.75219e-05,450.365,0.000281316,1.00668e+07,0.227278,0.741144,0.526846,0.416099,2.28795e+06,5.46785e-05,1
0,-4.8e-05,-1.50188e-05,450.564,0.000285672,9.91258e+06,0.24152,0.765997,0.529832,0.364041,2.39408e+06,6.08582e-05,1
0,-4.8e-05,-1.25156e-05,450.733,0.000289156,9.78932e+06,0.253533,0.787384,0.532929,0.309859,2.48191e+06,6.63287e-05,1
0,-4.8e-05,-1.00125e-05,450.871,0.00029187,9.69219e+06,0.263475,0.805416,0.535996,0.253009,2.55365e+06,7.10229e-05,1
0,-4.8e-05,-7.50939e-06,450.979,0.000293897,9.61806e+06,0.271366,0.819965,0.538811,0.193237,2.61001e+06,7.48542e-05,1
0,-4.8e-05,-5.00626e-06,451.056,0.0002953,9.56538e+06,0.277131,0.830739,0.541104,0.130688,2.65086e+06,7.77144e-05,1
0,-4.8e-05,-2.50313e-06,451.102,0.000296124,9.53369e+06,0.280657,0.837392,0.54261,0.0659488,2.67569e+06,7.94903e-05,1
0,-4.8e-05,0,451.117,0.000296395,9.5231e+06,0.281845,0.839644,0.543137,0,2.68403e+06,8.00935e-05,1
0,-4.6e-05,-3.25407e-05,448.971,0.000212908,1.30766e+07,0.0175174,0.4255,0.490507,0.760495,229067,1.92277e-06,1
0,-4.6e-05,-3.00375e-05,449.349,0.000245773,1.13923e+07,0.117466,0.563865,0.492087,0.663255,1.3382e+06,1.9499e-05,1
0,-4.6e-05,-2.75344e-05,449.699,0.000258618,1.08613e+07,0.154602,0.621862,0.494347,0.607379,1.67917e+06,2.96145e-05,1
0,-4.6e-05,-2.50313e-05,450.018,0.000267467,1.05403e+07,0.181326,0.664553,0.497027,0.557973,1.91123e+06,3.80048e-05,1
0,-4.6e-05,-2.25282e-05,450.309,0.000274797,1.02779e+07,0.20341,0.700911,0.499544,0.509098,2.09063e+06,4.59825e-05,1
0,-4.6e-05,-2.0025e-05,450.569,0.000280851,1.00661e+07,0.221967,0.732203,0.502101,0.46019,2.23434e+06,5.3411e-05,1
0,-4.6e-05,-1.75219e-05,450.799,0.000285817,9.89657e+06,0.237738,0.759354,0.504805,0.410553,2.35279e+06,6.01965e-05,1
0,-4.6e-05,-1.50188e-05,450.998,0.000289847,9.76155e+06,0.251203,0.782983,0.507683,0.359438,2.45213e+06,6.62817e-05,1
0,-4.6e-05,-1.25156e-05,451.168,0.000293064,9.65462e+06,0.262638,0.803421,0.510677,0.306142,2.53567e+06,7.16269e-05,1
0,-4.6e-05,-1.00125e-05,451.306,0.000295565,9.57093e+06,0.272158,0.820737,0.513645,0.250122,2.6048e+06,7.61874e-05,1
0,-4.6e-05,-7.50939e-06,451.414,0.00029743,9.50731e+06,0.279752,0.834766,0.516368,0.191127,2.65969e+06,7.98954e-05,1
0,-4.6e-05,-5.00626e-06,451.491,0.000298719,9.46217e+06,0.285321,0.84519,0.518587,0.12931,2.69976e+06,8.26577e-05,1
0,-4.6e-05,-2.50313e-06,451.538,0.000299475,9.43503e+06,0.288736,0.851641,0.520045,0.0652689,2.72424e+06,8.4371e-05,1
0,-4.6e-05,0,451.553,0.000299724,9.42595e+06,0.289889,0.853829,0.520554,0,2.73248e+06,8.49527e-05,1
0,-4.4e-05,-3.25407e-05,449.381,0.000232655,1.20551e+07,0.077928,0.506631,0.469489,0.723122,939426,1.09175e-05,1
0,-4.4e-05,-3.00375e-05,449.761,0.000254592,1.09776e+07,0.140009,0.599,0.470367,0.648038,1.53695e+06,2.5976e-05,1
0,-4.4e-05,-2.75344e-05,450.111,0.000264551,1.06191e+07,0.169673,0.646276,0.473069,0.598776,1.80178e+06,3.47762e-05,1
0,-4.4e-05,-2.50313e-05,450.432,0.000272801,1.03243e+07,0.194314,0.686289,0.475496,0.550374,2.00616e+06,4.33362e-05,1
0,-4.4e-05,-2.25282e-05,450.723,0.00027963,1.00868e+07,0.214863,0.720522,0.477853,0.502499,2.16728e+06,5.13847e-05,1
0,-4.4e-05,-2.0025e-05,450.984,0.000285262,9.89759e+06,0.232276,0.750132,0.480297,0.454551,2.29897e+06,5.87953e-05,1
0,-4.4e-05,-1.75219e-05,451.215,0.000289874,9.74806e+06,0.247189,0.775958,0.482909,0.405817,2.40961e+06,6.54936e-05,1
0,-4.4e-05,-1.50188e-05,451.415,0.00029361,9.63044e+06,0.260011,0.798551,0.4857,0.355544,2.50402e+06,7.14459e-05,1
