x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-9.8e-05,-1.12641e-05,496.761,0.000722638,7.5878e+06,0.00986636,0.471016,0.876355,0.100728,74864,5.54304e-06,1
0,-9.8e-05,-7.50939e-06,496.855,0.00075252,7.45852e+06,0.013513,0.490718,0.868772,0.0665708,100787,7.9934e-06,1
0,-9.8e-05,-3.75469e-06,496.911,0.000764628,7.41086e+06,0.0149705,0.498835,0.866062,0.0331816,110944,9.0275e-06,1
0,-9.8e-05,0,496.929,0.000768602,7.3951e+06,0.0154405,0.501482,0.865168,0,114184,9.37061e-06,1
0,-9.6e-05,-2.25282e-05,496.771,0.000725975,7.57342e+06,0.0102853,0.473236,0.857637,0.20126,77895,5.8114e-06,1
0,-9.6e-05,-1.87735e-05,496.977,0.00077849,7.35564e+06,0.0165928,0.508032,0.845326,0.165309,122051,1.02329e-05,1
0,-9.6e-05,-1.50188e-05,497.145,0.000809909,7.23239e+06,0.0201372,0.52872,0.838596,0.131195,145640,1.30644e-05,1
0,-9.6e-05,-1.12641e-05,497.277,0.000830074,7.1576e+06,0.0223502,0.54205,0.834621,0.0979295,159974,1.49595e-05,1
0,-9.6e-05,-7.50939e-06,497.371,0.000843998,7.10551e+06,0.0238312,0.55115,0.831865,0.0650708,169333,1.63041e-05,1
0,-9.6e-05,-3.75469e-06,497.427,0.0008519,7.0764e+06,0.0246611,0.556311,0.830339,0.0324757,174512,1.70809e-05,1
0,-9.6e-05,0,497.446,0.000854263,7.06823e+06,0.0249123,0.557882,0.82992,0,176086,1.73148e-05,1
0,-9.4e-05,-3.00375e-05,496.751,0.000719273,7.60225e+06,0.00944036,0.468771,0.841405,0.26887,71768,5.27352e-06,1
0,-9.4e-05,-2.62829e-05,497.032,0.000789835,7.31e+06,0.0178856,0.515483,0.825248,0.230743,130744,1.1238e-05,1
0,-9.4e-05,-2.25282e-05,497.276,0.000829946,7.15808e+06,0.0223364,0.541966,0.817257,0.195865,159886,1.49473e-05,1
0,-9.4e-05,-1.87735e-05,497.483,0.000858852,7.05235e+06,0.0253972,0.560925,0.811834,0.162138,179110,1.77713e-05,1
0,-9.4e-05,-1.50188e-05,495.07,0.00087946,6.98074e+06,0.0275308,0.574496,0.808256,0.129138,192185,1.98632e-05,1
0,-9.4e-05,-1.12641e-05,495.198,0.000894919,6.92681e+06,0.0290863,0.584577,0.805575,0.0965326,201475,2.14795e-05,1
0,-9.4e-05,-7.50939e-06,495.289,0.000905227,6.89197e+06,0.0301148,0.591327,0.803871,0.0642189,207550,2.25779e-05,1
0,-9.4e-05,-3.75469e-06,495.344,0.00091108,6.87282e+06,0.0306982,0.595185,0.802948,0.0320726,210983,2.32083e-05,1
0,-9.4e-05,0,495.362,0.000913016,6.86648e+06,0.0308902,0.596459,0.802643,0,212107,2.34181e-05,1
0,-9.2e-05,-3.37922e-05,496.927,0.000768064,7.39723e+06,0.0153771,0.501124,0.812312,0.298368,113748,9.32404e-06,1
0,-9.2e-05,-3.00375e-05,497.246,0.000825369,7.17512e+06,0.0218413,0.538956,0.800735,0.261436,156714,1.4512e-05,1
0,-9.2e-05,-2.62829e-05,494.95,0.000864401,7.03312e+06,0.0259787,0.564594,0.793618,0.226723,182711,1.83278e-05,1
0,-9.2e-05,-2.25282e-05,495.187,0.000893585,6.93146e+06,0.0289535,0.583711,0.788661,0.19312,200690,2.13384e-05,1
0,-9.2e-05,-1.87735e-05,495.388,0.000915689,6.85773e+06,0.0311543,0.598217,0.785154,0.160218,213648,2.37089e-05,1
0,-9.2e-05,-1.50188e-05,495.552,0.000932695,6.80209e+06,0.0328121,0.609348,0.782544,0.127748,223191,2.55884e-05,1
0,-9.2e-05,-1.12641e-05,495.68,0.000945523,6.76018e+06,0.0340383,0.617696,0.780588,0.0955718,230105,2.70413e-05,1
0,-9.2e-05,-7.50939e-06,495.772,0.000954271,6.73231e+06,0.0348693,0.623407,0.779306,0.0636099,234751,2.80469e-05,1
0,-9.2e-05,-3.75469e-06,495.827,0.000959323,6.71662e+06,0.0353492,0.626724,0.778593,0.0317759,237427,2.86326e-05,1
0,-9.2e-05,0,495.845,0.000960996,6.71143e+06,0.0355075,0.627821,0.778358,0,238306,2.88277e-05,1
0,-9e-05,-4.13016e-05,496.662,0.00066491,7.85e+06,0.00222102,0.432493,0.819468,0.37606,17435,1.12689e-06,1
0,-9e-05,-3.75469e-05,497.055,0.000794397,7.29154e+06,0.0183969,0.51846,0.789178,0.329236,134142,1.16473e-05,1
0,-9e-05,-3.37922e-05,497.411,0.000849898,7.08334e+06,0.0244478,0.554981,0.778777,0.292407,173172,1.68834e-05,1
