x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-0.0001,0,480.898,0.00061707,9.0431e+06,0.00616426,0.408612,0.912708,0,55744,2.04583e-06,1
0,-9.8e-05,-1.12641e-05,478.738,0.000672952,8.69067e+06,0.0129622,0.442399,0.871562,0.211336,112650,4.84682e-06,1
0,-9.8e-05,-7.50939e-06,478.831,0.000715431,8.48873e+06,0.0184606,0.475854,0.868051,0.1416,156707,7.40724e-06,1
0,-9.8e-05,-3.75469e-06,478.887,0.000735522,8.40103e+06,0.0210085,0.492336,0.867469,0.0714281,176493,8.69633e-06,1
0,-9.8e-05,0,478.905,0.000742015,8.37227e+06,0.021817,0.497703,0.867348,0,182658,9.1244e-06,1
0,-9.6e-05,-1.87735e-05,478.933,0.000644107,8.76644e+06,0.00829915,0.414563,0.848771,0.328215,72754,3.02346e-06,1
0,-9.6e-05,-1.50188e-05,479.1,0.00072519,8.38356e+06,0.0188846,0.476257,0.839736,0.260812,158320,7.8661e-06,1
0,-9.6e-05,-1.12641e-05,479.231,0.000766006,8.22214e+06,0.0239265,0.508758,0.837698,0.198565,196727,1.05648e-05,1
0,-9.6e-05,-7.50939e-06,479.324,0.000790751,8.13212e+06,0.0269376,0.529321,0.837664,0.134678,219060,1.22938e-05,1
0,-9.6e-05,-3.75469e-06,479.38,0.000804567,8.08307e+06,0.0286097,0.54118,0.838137,0.0681977,231254,1.3296e-05,1
0,-9.6e-05,0,479.399,0.000808832,8.06901e+06,0.0291341,0.544976,0.838452,0,235083,1.36106e-05,1
0,-9.4e-05,-2.25282e-05,479.211,0.000677936,8.52216e+06,0.0121492,0.435661,0.821148,0.368667,103537,4.81766e-06,1
0,-9.4e-05,-1.87735e-05,479.416,0.000755002,8.19115e+06,0.0218266,0.494001,0.813543,0.306773,178785,9.74742e-06,1
0,-9.4e-05,-1.50188e-05,479.585,0.000798351,8.04018e+06,0.0270387,0.528266,0.811523,0.249732,217396,1.27681e-05,1
0,-9.4e-05,-1.12641e-05,477.239,0.000826865,7.95374e+06,0.0304418,0.551923,0.811605,0.191516,242126,1.48488e-05,1
0,-9.4e-05,-7.50939e-06,477.33,0.000846248,7.89497e+06,0.0327286,0.568528,0.812291,0.130229,258391,1.63234e-05,1
0,-9.4e-05,-3.75469e-06,477.384,0.00085717,7.86361e+06,0.0340321,0.578295,0.81315,0.0660411,267615,1.71775e-05,1
0,-9.4e-05,0,477.402,0.000860708,7.85366e+06,0.0344578,0.581539,0.813518,0,270620,1.74585e-05,1
