x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-8.6e-05,-1.00125e-05,466.528,0.000367549,1.06812e+07,0.0156545,0.438977,0.862461,0.251913,167209,3.15295e-06,1
0,-8.6e-05,-7.50939e-06,466.601,0.00039442,1.02745e+07,0.0300853,0.482711,0.855935,0.185382,309112,6.80779e-06,1
0,-8.6e-05,-5.00626e-06,466.653,0.000406291,1.01078e+07,0.036396,0.503371,0.855163,0.123751,367883,8.65011e-06,1
0,-8.6e-05,-2.50313e-06,466.684,0.00041171,1.00377e+07,0.0393775,0.513544,0.855808,0.0621742,395258,9.55631e-06,1
0,-8.6e-05,0,466.695,0.000413485,1.00144e+07,0.0403472,0.516898,0.856047,0,404053,9.86003e-06,1
0,-8.4e-05,-1.50188e-05,466.861,0.000377903,1.05169e+07,0.0192229,0.445782,0.825897,0.345213,202164,4.05601e-06,1
0,-8.4e-05,-1.25156e-05,466.976,0.00040956,1.00646e+07,0.0357474,0.49719,0.819988,0.283587,359785,8.60575e-06,1
0,-8.4e-05,-1.00125e-05,467.07,0.00042489,9.87741e+06,0.0438176,0.524342,0.820143,0.22898,432804,1.11598e-05,1
0,-8.4e-05,-7.50939e-06,467.143,0.000436021,9.73766e+06,0.049531,0.54442,0.820705,0.173349,482316,1.31659e-05,1
0,-8.4e-05,-5.00626e-06,467.196,0.00044357,9.64119e+06,0.0533625,0.558313,0.821411,0.116493,514478,1.46144e-05,1
0,-8.4e-05,-2.50313e-06,467.227,0.000447944,9.58464e+06,0.0555751,0.5665,0.821978,0.0585594,532667,1.54913e-05,1
0,-8.4e-05,0,467.238,0.000449377,9.56601e+06,0.0562993,0.569208,0.822194,0,538560,1.57851e-05,1
0,-8.2e-05,-2.0025e-05,467.098,0.000355398,1.07988e+07,0.0045843,0.402995,0.802604,0.439797,49505,8.93479e-07,1
0,-8.2e-05,-1.75219e-05,467.255,0.000408701,1.00324e+07,0.0332622,0.487413,0.790989,0.369817,333700,8.08485e-06,1
0,-8.2e-05,-1.50188e-05,467.392,0.000430285,9.77935e+06,0.0443789,0.524005,0.789689,0.319078,433997,1.16462e-05,1
0,-8.2e-05,-1.25156e-05,462.943,0.000446804,9.58131e+06,0.0525343,0.552376,0.789193,0.268431,503347,1.4659e-05,1
0,-8.2e-05,-1.00125e-05,463.031,0.000457701,9.4642e+06,0.0580899,0.572512,0.790397,0.21795,549774,1.68184e-05,1
0,-8.2e-05,-7.50939e-06,463.1,0.000465443,9.38306e+06,0.0621089,0.587553,0.792009,0.165839,582772,1.84525e-05,1
0,-8.2e-05,-5.00626e-06,463.149,0.000470824,9.32523e+06,0.0649122,0.598301,0.793429,0.111829,605321,1.96464e-05,1
0,-8.2e-05,-2.50313e-06,463.178,0.000473992,9.29053e+06,0.0665717,0.60477,0.794406,0.0563266,618486,2.03753e-05,1
0,-8.2e-05,0,463.188,0.000475039,9.27895e+06,0.0671217,0.606932,0.794754,0,622819,2.06206e-05,1
0,-8e-05,-2.25282e-05,467.438,0.000387092,1.02702e+07,0.0204251,0.447446,0.769668,0.455416,209769,4.62776e-06,1
0,-8e-05,-2.0025e-05,463.046,0.000423905,9.79932e+06,0.0393417,0.506453,0.764011,0.399742,385522,1.02613e-05,1
0,-8e-05,-1.75219e-05,463.194,0.000446636,9.53459e+06,0.0504646,0.543948,0.761973,0.351451,481159,1.42895e-05,1
0,-8e-05,-1.50188e-05,463.322,0.000461652,9.38493e+06,0.0579558,0.570387,0.762354,0.305738,543911,1.72083e-05,1
0,-8e-05,-1.25156e-05,463.43,0.000473163,9.27396e+06,0.063727,0.591531,0.763501,0.259148,591002,1.96093e-05,1
0,-8e-05,-1.00125e-05,463.519,0.000482166,9.18574e+06,0.0682479,0.608633,0.764943,0.210781,626908,2.16114e-05,1
0,-8e-05,-7.50939e-06,463.588,0.000488912,9.11724e+06,0.0717138,0.621909,0.766481,0.160422,653832,2.32245e-05,1
0,-8e-05,-5.00626e-06,463.637,0.000493596,9.06986e+06,0.074106,0.631444,0.767834,0.108209,672131,2.43773e-05,1
0,-8e-05,-2.50313e-06,463.666,0.000496352,9.04162e+06,0.0755295,0.637202,0.768767,0.054514,682909,2.50791e-05,1
0,-8e-05,0,463.676,0.000497262,9.03223e+06,0.0760025,0.639129,0.7691,0,686472,2.5315e-05,1
0,-7.8e-05,-2.50313e-05,463.167,0.000404585,9.95481e+06,0.0277795,0.469939,0.74237,0.47754,276540,6.91137e-06,1
0,-7.8e-05,-2.25282e-05,463.354,0.000435536,9.60296e+06,0.0434792,0.520092,0.738917,0.428375,417529,1.20505e-05,1
0,-7.8e-05,-2.0025e-05,463.522,0.000457571,9.36679e+06,0.0541406,0.556426,0.737243,0.383227,507124,1.61691e-05,1
