x,y,z,T,tSol,G,V,Gx,Gy,Gz,dTdt,eqFrac,numMelt
0,-7.4e-05,-5.00626e-06,454.768,0.00021261,1.31772e+07,0.0106731,0.413787,0.889157,0.195398,140642,1.14487e-06,1
0,-7.4e-05,-2.50313e-06,454.811,0.000233918,1.24284e+07,0.0408302,0.485734,0.869405,0.090541,507456,5.21999e-06,1
0,-7.4e-05,0,454.825,0.000239769,1.21976e+07,0.0529545,0.504331,0.863511,0,645918,7.16172e-06,1
0,-7.2e-05,-1.00125e-05,455.228,0.000238009,1.24829e+07,0.0433583,0.479153,0.814971,0.325937,541238,5.47096e-06,1
0,-7.2e-05,-7.50939e-06,455.328,0.000255699,1.17514e+07,0.0790785,0.53964,0.808287,0.235502,929284,1.19599e-05,1
0,-7.2e-05,-5.00626e-06,455.4,0.000260787,1.15637e+07,0.090761,0.561769,0.81198,0.158441,1.04953e+06,1.44062e-05,1
0,-7.2e-05,-2.50313e-06,455.443,0.000263728,1.14506e+07,0.0974677,0.574833,0.81438,0.0796989,1.11606e+06,1.59336e-05,1
0,-7.2e-05,0,455.458,0.000264691,1.1413e+07,0.0996594,0.57916,0.815214,0,1.13741e+06,1.64534e-05,1
0,-7e-05,-1.25156e-05,455.715,0.000256339,1.18266e+07,0.0748476,0.526511,0.768549,0.363481,885189,1.11056e-05,1
0,-7e-05,-1.00125e-05,455.845,0.000265099,1.15229e+07,0.0941319,0.562368,0.772778,0.294205,1.08467e+06,1.51006e-05,1
0,-7e-05,-7.50939e-06,455.946,0.000271435,1.12914e+07,0.10792,0.589151,0.776585,0.223196,1.21857e+06,1.83991e-05,1
0,-7e-05,-5.00626e-06,456.018,0.000275719,1.11296e+07,0.117241,0.607869,0.779693,0.150251,1.30485e+06,2.08725e-05,1
0,-7e-05,-2.50313e-06,456.062,0.000278197,1.10339e+07,0.122659,0.618988,0.781751,0.0756166,1.35341e+06,2.24101e-05,1
0,-7e-05,0,456.076,0.000279008,1.10023e+07,0.12444,0.622683,0.782474,0,1.36912e+06,2.29323e-05,1
0,-6.8e-05,-1.75219e-05,455.969,0.000213324,1.37115e+07,0.0217276,0.374971,0.752709,0.541134,297919,2.06868e-06,1
0,-6.8e-05,-1.50188e-05,456.158,0.00026213,1.16736e+07,0.0825086,0.53737,0.736541,0.410781,963174,1.27297e-05,1
0,-6.8e-05,-1.25156e-05,456.317,0.000272025,1.1338e+07,0.103464,0.576515,0.7401,0.34624,1.17307e+06,1.74226e-05,1
0,-6.8e-05,-1.00125e-05,456.447,0.000279428,1.10775e+07,0.118945,0.606865,0.743627,0.280596,1.31762e+06,2.1476e-05,1
0,-6.8e-05,-7.50939e-06,456.549,0.000284784,1.08838e+07,0.13021,0.629771,0.746967,0.213141,1.41718e+06,2.47876e-05,1
0,-6.8e-05,-5.00626e-06,456.622,0.000288407,1.07499e+07,0.137939,0.645916,0.749776,0.143625,1.48283e+06,2.72528e-05,1
0,-6.8e-05,-2.50313e-06,456.665,0.000290501,1.06711e+07,0.142476,0.655567,0.751665,0.0723273,1.52038e+06,2.87773e-05,1
0,-6.8e-05,0,456.68,0.000291187,1.06451e+07,0.143975,0.658784,0.752332,0,1.53262e+06,2.92937e-05,1
0,-6.6e-05,-2.0025e-05,456.337,0.000251532,1.20039e+07,0.0553381,0.488067,0.704119,0.515758,664272,7.85233e-06,1
0,-6.6e-05,-1.75219e-05,456.555,0.00026593,1.15548e+07,0.086109,0.542121,0.707075,0.454038,994968,1.36995e-05,1
0,-6.6e-05,-1.50188e-05,456.744,0.000276961,1.11917e+07,0.108748,0.584387,0.709887,0.393133,1.21708e+06,1.90402e-05,1
0,-6.6e-05,-1.25156e-05,456.904,0.000285357,1.09087e+07,0.125745,0.617708,0.712907,0.331965,1.37171e+06,2.37742e-05,1
0,-6.6e-05,-1.00125e-05,457.035,0.000291638,1.06936e+07,0.138585,0.643854,0.716119,0.269492,1.48197e+06,2.78152e-05,1
0,-6.6e-05,-7.50939e-06,457.138,0.000296182,1.05356e+07,0.148095,0.663805,0.71926,0.205007,1.56027e+06,3.10808e-05,1
0,-6.6e-05,-5.00626e-06,457.21,0.000299253,1.04272e+07,0.154706,0.677996,0.721938,0.138296,1.61314e+06,3.34917e-05,1
0,-6.6e-05,-2.50313e-06,457.254,0.000300997,1.03653e+07,0.158596,0.686482,0.723798,0.0697053,1.6439e+06,3.49522e-05,1
0,-6.6e-05,0,457.269,0.000301565,1.03451e+07,0.159885,0.689317,0.724459,0,1.65402e+06,3.54439e-05,1
0,-6.4e-05,-2.25282e-05,456.66,0.000251995,1.19617e+07,0.0527393,0.483083,0.677245,0.554951,630851,7.56303e-06,1
0,-6.4e-05,-2.0025e-05,456.907,0.000267959,1.14727e+07,0.0863483,0.541696,0.679616,0.494659,990650,1.40343e-05,1
0,-6.4e-05,-1.75219e-05,457.126,0.000280211,1.10797e+07,0.110922,0.587318,0.681741,0.436219,1.22898e+06,2.00159e-05,1
0,-6.4e-05,-1.50188e-05,457.316,0.000289608,1.0775e+07,0.129434,0.623425,0.684157,0.378511,1.39465e+06,2.53941e-05,1
0,-6.4e-05,-1.25156e-05,457.477,0.000296759,1.05431e+07,0.14367,0.652268,0.686996,0.320287,1.51473e+06,3.00878e-05,1
0,-6.4e-05,-1.00125e-05,457.608,0.000301988,1.03762e+07,0.154536,0.674973,0.690262,0.260672,1.6035e+06,3.39505e-05,1
